cohort_id,manual_review_id,search_rank,case_title,country_or_jurisdiction,canonical_url,feature,sample_stratum,structured_reference_source,structured_reference_available,structured_reference_raw,provisional_policy_state,person_section_heading_raw,person_record_count,fact_summary_excerpt,human_feasibility_judgment,answerable_from_fact_summary,structured_narrative_case_type,ambiguity_reason,notes
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:266,266,"L., H.V.N., T.H.N., and T. v R [2013] EWCA Crim 991",United Kingdom of Great Britain and Northern Ireland,https://www.unodc.org/cld/case-law-doc/drugcrimetype/gbr/2013/l._h.v.n._t.h.n._and_t._v_r_2013_ewca_crim_991.html,victim_multiplicity,no_person_section_narrative_multiple,participants.person_role + Fact Summary feasibility adjudication,NO,[person section absent],UNKNOWN,,0,"This case concerns criminal appeals against four separate criminal convictions of four people, who were forced into criminality as a result of being trafficked. R v. T.H.N. In September 2011, T.H.N. was found in a house in Bristol in which a very large…",MULTIPLE,YES,TYPE_3,Structured person reference is missing despite four separately described people.,Narrative-only recovery is possible with annotation.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:274,274,Case n° 3692/13,Argentina,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2013/case_n_369213.html,victim_multiplicity,migrants_heading_multiple,participants.person_role + Fact Summary feasibility adjudication,YES,"Migrant: Nationality: Bolivian / Peruvian; Victim: 56 Anonymous victims, of which 1 was a minor Nationality: Bolivian / Peruvian",MULTIPLE,Migrants | Victims / Plaintiffs in the first instance,2,"…of garments, and through which the defendants allegedly exploited and subjected fifty-seven persons to forced labour. The aforementioned cooperative operated from three different dwellings, in which the defendants had set up three textile workshops that…",MULTIPLE,YES,TYPE_1,,Migrant and victim sections coexist; the forced-labour narrative explicitly concerns dozens of persons.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:285,285,Case No. 2013/1339,Belgium,https://www.unodc.org/cld/case-law-doc/migrantsmugglingcrimetype/bel/2013/case_no._20131339.html,victim_multiplicity,migrants_heading_grouped,participants.person_role + Fact Summary feasibility adjudication,YES,"Migrant: 10 persons Nationality: Bulgarian 9 adults, 1 child between 16 and 18 years of age",MULTIPLE,Migrants,1,"On the 17th of November 2010, two Bulgarian women entered a police station in Liège, and claimed that they were being forced into prostitution. The police decided to examine the mobile phone of one of the victims with her agreement, and put in place a…",MULTIPLE,YES,TYPE_1,,"Migrants heading and 10-person source value differ in granularity from the narrative, but both establish >1."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:317,317,12-175933MED-OTIR/03,Norway,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nor/2012/12-175933med-otir03.html,victim_multiplicity,one_record_apparent_single,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: Anonymous Gender: Child Nationality: Nigerian,UNKNOWN,Victims / Plaintiffs in the first instance,1,"The case started when a Nigerian girl was arrested by the police owing to lack of identification papers in November 2010 in an area of Oslo where street prostitution takes place. She was placed in a child welfare institution, as it was considered that she…",SINGLE,YES,TYPE_1,,"The victim being one of 10 children describes siblings, not victim count."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:326,326,C.N. and V. v. France,International and Regional Bodies,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/_irb/2012/c.n._and_v._v._france.html,victim_multiplicity,multiple_records_plaintiffs,participants.person_role + Fact Summary feasibility adjudication,YES,Plaintiff: C.N. Gender: Female Nationality: Burundian 1978; Plaintiff: V. Gender: Female Nationality: Burundian 1984,MULTIPLE,Victims / Plaintiffs in the first instance,2,"The applicants, two sisters (C.N. and V.), are French nationals, who were born in 1978 and 1984 respectively in Burundi. They left that country following the 1993 civil war, during which their parents were killed. They arrived in France in 1994 and 1995…",MULTIPLE,YES,TYPE_1,,Two plaintiff records and the two-sister narrative align.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:468,468,KO R 11/1073,Finland,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2011/ko_r_111073.html,victim_multiplicity,multiple_records_exact_duplicate_false_multiple,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: Anonymous Gender: Female; Victim: Anonymous Gender: Female,SINGLE,Victims / Plaintiffs in the first instance,2,"The defendant, a 21 year old woman, had threatened the victim, hence gaining authority over her, which resulted in the woman accepting to offer sexual services in return for compensation. The victim had provided approximately 100 clients with sexual services…",SINGLE,YES,TYPE_2,Duplicate source records conflict with a consistently singular case narrative.,This is the clearest reason never to equate DOM count with victim count.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:525,525,"Cass. pen. Sez. V, n. 2775",Italy,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ita/2011/cass._pen._sez._v_n._2775.html,victim_multiplicity,multiple_records_duplicate_payload_challenge,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: Anonymous Gender: Child Nationality: Romanian; Victim: Anonymous Gender: Child Nationality: Romanian; Victim: Anonymous Gender: Male Nationality: Romanian,MULTIPLE,Victims / Plaintiffs in the first instance,3,"The Defendant convinced two minors to follow him to Italy, promising them a legal job in the Country and obtaining custody powers from their parents. Once they illegally entered Italy, he took their passports away and beat them to force them to pickpocket and…",MULTIPLE,YES,TYPE_1,,Three identical Anonymous records are corroborated by two minors plus another victim.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:574,574,Lovo,Nicaragua,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nic/2011/lovo.html,victim_multiplicity,one_record_apparent_single,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: K.E.G. Gender: Child Nationality: Nicaraguan Age: 17,UNKNOWN,Victims / Plaintiffs in the first instance,1,The defendant found the victim weeping in a church in El Salvador. The victim informed the defendant that she was crying because she was unemployed and had recently been chased by local gangs. The defendant recognized that the girl was in a vulnerable…,SINGLE,YES,TYPE_1,,"'Several men' are perpetrators/clients, not victims."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:615,615,United States v. Steven C. Albers,United States of America,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2011/united_states_v._steven_c._albers.html,victim_multiplicity,no_person_section_no_actual_victim,participants.person_role + Fact Summary feasibility adjudication,NO,[person section absent],UNKNOWN,,0,"The defendant responded to a Craig’s List advertisement that offered 11 and 15 year old girls for sex and asked whether little girls were available. The advertisement was run by Operation Guardian Angel, an undercover investigation into child sex trafficking…",UNKNOWN,NO,TYPE_4,The page describes an undercover advertisement and attempted offence; no actual victim is established.,Numbers in the decoy advertisement must not be treated as victims.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:825,825,"Case of Rantsev v. Cyprus and Russia, Application No. 25965/04",International and Regional Bodies,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/_irb/2010/case_of_rantsev_v._cyprus_and_russia_application_no._2596504.html,victim_multiplicity,multiple_records_mixed_roles,participants.person_role + Fact Summary feasibility adjudication,YES,"Victim: O.R. Gender: Female Nationality: Russian Age: 21 As of March 2001, when the incident took place.; Plaintiff: Nikolay Rantsev Gender: Male Mr Rantsev brought the case on behalf of his daughter, Ms O.R.",SINGLE,Victims / Plaintiffs in the first instance,2,"On 5 March 2001, O.R., a 21-year-old female Russian national, traveled with the intention to work as an “artiste” in a cabaret. A cabaret owner, X.A., had applied for an “artiste” visa and work permit for her. O.R. was granted a temporary resident permit as a…",SINGLE,YES,TYPE_1,,"The second person record is the victim's father/plaintiff, not another victim."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:856,856,Correctional Tribunal of Gent 16-11-2009,Belgium,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2009/correctional_tribunal_of_gent_16-11-2009.html,victim_multiplicity,migrants_heading_apparent_single,participants.person_role + Fact Summary feasibility adjudication,YES,Migrant: 1 person Gender: Child Nationality: Chinese,UNKNOWN,Migrants,1,"The victim was brought from China to Spain at the age of 11, and forced to work in order to pay back the travel expenses. The defendants claimed to be related to the victim and stated that the victim had moved to Belgium because she was unhappy in Spain. The…",SINGLE,YES,TYPE_1,,"Visible heading is Migrants, but the narrative consistently describes one forced child worker."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:985,985,AT and Others v Dulghieru,United Kingdom of Great Britain and Northern Ireland,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gbr/2009/at_and_others_v_dulghieru.html,victim_multiplicity,multiple_records_plaintiffs,participants.person_role + Fact Summary feasibility adjudication,YES,Plaintiff: Anonymous Gender: Female Nationality: Moldovan; Plaintiff: Anonymous Gender: Female Nationality: Moldovan; Plaintiff: Anonymous Gender: Female Nationality: Moldovan; Plaintiff: Anonymous Gender: Female Nationality: Moldovan,MULTIPLE,Victims / Plaintiffs in the first instance,4,"Four young Moldovan women were tricked into leaving their Country and moving to the United Kingdom to work as dancers. During the journey, the Defendant’s agents tool increasingly firm control of the young women, taking away their documents. Once they arrived…",MULTIPLE,YES,TYPE_1,,Four plaintiff records match four trafficked women.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:999,999,CRIM. CASE NO. Q-05-135363,Philippines,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/crim._case_no._q-05-135363.html,victim_multiplicity,no_person_section_narrative_multiple,participants.person_role + Fact Summary feasibility adjudication,NO,[person section absent],UNKNOWN,,0,"…they intended to arrest at that time. During the operation four alleged pimps and seven victims were apprehended, some woman, however, were able to escape.",MULTIPLE,YES,TYPE_3,Structured person reference is missing despite seven explicitly reported victims.,Narrative-only recovery is possible with annotation.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:1111,1111,P. & S.,Cambodia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/khm/2008/p._s..html,victim_multiplicity,one_record_apparent_single,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: M. Gender: Child Nationality: Cambodian Age: 17,UNKNOWN,Victims / Plaintiffs in the first instance,1,"In 2006, Mr P. and Mrs S, a married couple that owned a brothel, persuaded a 17-year-old girl, Ms M., to engage in prostitution in return for USD 100 per month. Ms M. was led to believe that no-one would be willing to marry her as she had lost her virginity…",SINGLE,YES,TYPE_1,,"Other sex workers were present, but only Ms M. is identified as trafficked in this case."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:1127,1127,Case CA Craiova 11-2008,Romania,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2008/case_ca_craiova_11-2008.html,victim_multiplicity,multiple_records_duplicate_identity_challenge,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: E.T. Gender: Child; Victim: E.M. Gender: Female; Victim: B.M. Gender: Female; Victim: H.N.D. Gender: Female; Victim: D.B. Gender: Female; Victim: E.M.E.; Victim: E.E.M. Gender: Female; Victim: E.J.M. Gender: Child; Victim: S.N.E. Gender: Female; Victim: S.N.E Gender: Female; Victim: E.B.N. Gender: Female; Victim: E.B.M.; Victim: N.B. Gender: Female; Victim: S.N.E. Gender: Female; Victim: O.F.E. Gender: Child,MULTIPLE,Victims / Plaintiffs in the first instance,15,"…and 2005, the defendants recruited, transported and sexually exploited a number of around 14 young women in Italy. The two male defendants were brothers. The victims were recruited in Romania, in general by the female defendant –D.H.-, with false promises…",MULTIPLE,YES,TYPE_1,,Some repeated identifiers do not erase the independently stated group of about 14 women.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:1238,1238,2 To 379/2006,Slovakia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2007/2_to_3792006_.html,victim_multiplicity,one_record_apparent_single,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: 1 Individual Gender: Child,UNKNOWN,Victims / Plaintiffs in the first instance,1,"Recruitment/targeting of victim: From April to August 1998, the Defendant 1 and 2 enticed the Victim to work as a prostitute. They regularly transported her to an unspecified hotel in Trenčianske Teplice where she had sexual intercourse with men for money.…",SINGLE,YES,TYPE_1,,Generic/template plural wording later in the page does not override the individual case account.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:1510,1510,Case No 1725/2008,Jordan,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/jor/case_no_17252008.html,victim_multiplicity,one_record_apparent_single,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: F.A. Gender: Male Nationality: Jordanian,UNKNOWN,Victims / Plaintiffs in the first instance,1,"The defendant, Ahmed Mohamed, coerced the victim, F.A., to sell his kidney for money and sent him to a person in Egypt who would make the necessary arrangements. When the victims’ brother found out, he filed a claim against the defendant. The defendant was…",SINGLE,YES,TYPE_1,,'victims’ brother' is a possessive/typographic form referring to the one victim.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,victim_multiplicity:1566,1566,Jorge Eliecer Castro Davila,Venezuela (Bolivarian Republic of),https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ven/jorge_eliecer_castro_davila_.html,victim_multiplicity,one_record_apparent_single,participants.person_role + Fact Summary feasibility adjudication,YES,Victim: D.A. Gender: Female Nationality: Venezuelan,UNKNOWN,Victims / Plaintiffs in the first instance,1,"The decision describes the victim, D.A., as a young woman who was experiencing financial hardship. She saw an advertisement in her local newspaper seeking women between the ages of 18 and 25 who would be willing to travel to Europe. She answered the ad and…",SINGLE,YES,TYPE_1,,"'Several men' are persons forced on D.A., not other victims."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:13,13,Case of Zoletic and Others v. Azerbaijan,Azerbaijan,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aze/2021/case_of_zoletic_and_others_v._azerbaijan.html,form_of_trafficking,Transnational,Legacy + Sidebar,YES,"Legacy=[""Transnational""]; Sidebar=[""Transnational trafficking""]",STRUCTURED_PRESENT,,,"...complete certain construction projects in Azerbaijan. For this purpose, the applicants, nationals of Bosnia and Herzegovina, were recruited by Serbaz and taken to Azerbaijan. The applicants were told that they would receive excellent accommodation, good salaries, food expenses, paid visas and...",CLEAN_SUPPORTED,YES,TYPE_1,,Bosnia and Herzegovina to Azerbaijan makes the transnational value explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:21,21,The Queen v Joseph Auga Matamata,New Zealand,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nzl/2020/the_queen_v_joseph_auga_matamata.html,form_of_trafficking,Transnational,Legacy + Sidebar,YES,"Legacy=[""Transnational""]; Sidebar=[""Transnational trafficking""]",STRUCTURED_PRESENT,,,"The defendant, Mr. Matamata, arranged the entry of four groups of victims into New Zealand over a period of time, from 1994 to 2019. Defendant is a Samoan national and a resident of New Zealand. Within the Samoan culture, defendant held Matai (family chief) status. His victims, 13 in total, came...",CLEAN_SUPPORTED,YES,TYPE_1,,Samoa-to-New Zealand movement is explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:58,58,13-000227-1219-PE,Costa Rica,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cri/2018/13-000227-1219-pe.html,form_of_trafficking,missing,NONE,NO,Legacy=[]; Sidebar=[],STRUCTURED_MISSING,,,"...On March 16, 2013, following the instructions of [Name 072], Name [043] and Name [053] left Costa Rica for Spain and then to Israel, in order to have one of Name [043]’s kidneys removed, but instead, they were detained at the airport by immigration authorities. They were interrogated until they...",NARRATIVE_INFORMATIVE_WITHOUT_REFERENCE,YES,TYPE_3,No structured Form value despite an explicit international organ-removal journey.,Potential transnational Form is narrative-answerable but has no structured reference.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:123,123,N°660001-62-66-001-2011-00021-00 (AC-233-15),Colombia,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2016/n660001-62-66-001-2011-00021-00_ac-233-15.html,form_of_trafficking,Transnational + Organized Criminal Group,Legacy,YES,"Legacy=[""Transnational"", ""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"Ms. Exmisilbana Calle Collazos was part of a criminal organization that transferred young women with a prototype of special physique and of scarce economic resources from Colombia to Panama, China and Singapore with the purpose of exploiting them in the modality of prostitution, restricting their...",CLEAN_SUPPORTED,YES,TYPE_1,,Both international movement and criminal organization are explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:127,127,AFFAIRE L.E. c. GRÈCE,Greece,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/grc/2016/affaire_l.e._c._grece.html,form_of_trafficking,Transnational,Legacy + Sidebar,YES,"Legacy=[""Transnational""]; Sidebar=[""Transnational trafficking""]",STRUCTURED_PRESENT,,,"The Applicant entered Greek territory on 9 June 2004 with a person she had met in her home country of Nigeria, K.A. K.A. promised the Applicant that she would be taken to Greece to work in bars and nightclubs, and before leaving Nigeria, made the Applicant swear before a so-called ‘voodoo priest’...",CLEAN_SUPPORTED,YES,TYPE_1,,Nigeria-to-Greece movement is explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:195,195,Cardaci Y Mossolini,Argentina,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2014/cardaci_y_mossolini.html,form_of_trafficking,Transnational,Legacy,YES,"Legacy=[""Transnational""]; Sidebar=[]",STRUCTURED_PRESENT,,,"Cardaci and Mossolini (who is a police officer) were charged of harbouring 4 Paraguayan women in Arana (in La Plata) to exploit them sexually, promoting and facilitating the prostitution, with the alleged collaboration of Melo as a secondary participant. The place where the prostitution was taking...",CLEAN_SUPPORTED,YES,TYPE_1,,Victims came from Paraguay to Argentina and recruitment travel to Paraguay is stated.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:223,223,Nuraddin Saleh,Azerbaijan,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aze/2013/nuraddin_saleh.html,form_of_trafficking,Transnational + Organized Criminal Group,Legacy,YES,"Legacy=[""Transnational"", ""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"The accused person – Jalilov Nuraddin Saleh, involved in an organized group consisting of other persons unknown to investigation, trafficked 12 persons through the state borders of the Republic of Azerbaijan for exploitation purposes, and committed crimes of trafficking in human beings initiating...",CLEAN_SUPPORTED,YES,TYPE_1,,The summary explicitly states organized group and state-border movement.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:262,262,Case NO.CBU-91076,Philippines,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no.cbu-91076.html,form_of_trafficking,Internal,Legacy,YES,"Legacy=[""Internal""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...was alerted to a potential case of trafficking in persons at the establishment known as Gate 3 in Cebu City. The Task Force assigned two police officers to the investigation, and put the place under surveillance. On the evening of November 25th, police agents went to Gate 3 as part of an...",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,No origin or trafficking movement is stated; a local rescue operation alone does not prove Internal.,Internal is structured but not explicitly recoverable.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:313,313,Case No. R-LLP-09-05622-CR,Philippines,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2013/case_no._r-llp-09-05622-cr.html,form_of_trafficking,Internal,Legacy,YES,"Legacy=[""Internal""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...Trafficking Task Force, conducted an undercover operation at an establishment in Lapu-Lapu City based on prior intelligence that showed widespread prostitution taking place in the area. During the operation, two police officers acted as decoys and pretended to be customers who wanted to...",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,The local operation does not state origin or trafficking route.,Internal is structured but only inferable from silence about crossing borders.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:375,375,Case no B 6114-11,Sweden,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/swe/2012/case_no_b_6114-11.html,form_of_trafficking,Transnational + Organized Criminal Group,Legacy,YES,"Legacy=[""Transnational"", ""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...in Stockholm and sold sexual services. The women were recruited by Defendant 1 and 2 in Lithuania except for Victim 7 who was picked up in Norway by Defendant 1, 2 and 3. Defendant 3 was in charge of the procuring activities in Stockholm during this period. Income from the activities was...",CLEAN_SUPPORTED,YES,TYPE_1,,Lithuania-to-Sweden movement and an organized network are explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:409,409,Case No B 16821-11,Sweden,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2012/case_no_b_16821-11.html,form_of_trafficking,missing,NONE,NO,Legacy=[]; Sidebar=[],STRUCTURED_MISSING,,,"The defendant 1 transported one of the victims to Sweden; the other victims had already been in Sweden. The victims stayed in the defendant’s apartment for a few nights. The victims were told that they would get normal jobs through the defendants, but upon arrival to Sweden they were forced to...",NARRATIVE_INFORMATIVE_WITHOUT_REFERENCE,PARTIAL,TYPE_3,The phrase transported to Sweden suggests but does not state the origin country.,"Narrative may support Transnational, but adjudication is needed."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:418,418,R v. N. and R v. Le,United Kingdom of Great Britain and Northern Ireland,https://www.unodc.org/cld/case-law-doc/drugcrimetype/gbr/2012/r_v._n._and_r_v._le.html,form_of_trafficking,Transnational,Legacy,YES,"Legacy=[""Transnational""]; Sidebar=[]",STRUCTURED_PRESENT,,,R v. N. N. had left Vietnam and travelled via the Czech Republic to the United Kingdom. He said that he had been recruited by a Vietnamese man Ha soon after his arrival in the United Kingdom. Ha offered N. a job and transported him to the factory. N. said that he had become frightened when he found...,CLEAN_SUPPORTED,YES,TYPE_1,,Vietnam-Czech Republic-United Kingdom movement is explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:513,513,Processo n 2004.81.00.018889-0,Brazil,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2011/processo_n_2004.81.00.018889-0.html,form_of_trafficking,Internal + Transnational + Organized Criminal Group,Legacy,YES,"Legacy=[""Internal"", ""Transnational"", ""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"As reported, S.S headed the criminal organization jointly with B.R and was responsible for the enterprise B.C and its website, which offered package holidays and prostitutes. The website consisted in an assortment of erotic posing and nude pictures, where the clients had the possibility to choose a...",PARTIAL_SUPPORT,PARTIAL,TYPE_2,"Transnational and organized-group evidence is explicit, but a distinct Internal form is not.",Two of three structured values are supported.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:525,525,"Cass. pen. Sez. V, n. 2775",Italy,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ita/2011/cass._pen._sez._v_n._2775.html,form_of_trafficking,Transnational,Legacy,YES,"Legacy=[""Transnational""]; Sidebar=[]",STRUCTURED_PRESENT,,,"The Defendant convinced two minors to follow him to Italy, promising them a legal job in the Country and obtaining custody powers from their parents. Once they illegally entered Italy, he took their passports away and beat them to force them to pickpocket and hand over to him the stolen goods,...",CLEAN_SUPPORTED,YES,TYPE_1,,The victims illegally entered Italy after following the defendant there.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:618,618,Bachpan Bachao and Ors. v. Union of India (UOI) and Ors,India,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2010/bachpan_bachao_and_ors._v._union_of_india_uoi_and_ors.html,form_of_trafficking,Internal + Transnational,Legacy,YES,"Legacy=[""Internal"", ""Transnational""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...The petitions highlighted that several thousand minors are kidnapped and trafficked from various states and Nepal and brought to Delhi and sold for the purposes of prostitution, begging, drug peddling, slavery, forced labour including bondage, and for various other crimes and who are still...",CLEAN_SUPPORTED,YES,TYPE_1,,Movement from Indian states and Nepal to Delhi supports both values.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:627,627,"Ranya Boonmee, Kaew Kongmuang and Manus Boonmee",Thailand,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2010/ranya_boonmee_kaew_kongmuang_and_manus_boonmee.html,form_of_trafficking,Internal,Legacy,YES,"Legacy=[""Internal""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...2006, Thai police and immigration authorities raided the Ranya Paew shrimp processing factory in Samut Sakhon, based on information from workers who had escaped from the factory. The factory itself was built with 16-foot-high, barbed-wire capped walls and an internal closed-circuit television....",INSUFFICIENT_OR_MISMATCHED,NO,TYPE_2,Myanmar nationality in a Thai factory does not establish an internal trafficking route.,The structured Internal value is not supported and the narrative suggests a cross-border context.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:751,751,KŽ 408/10,Serbia,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/srb/2010/k_40810_.html,form_of_trafficking,Internal,Legacy,YES,"Legacy=[""Internal""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...personal documents, recruited and kept three minor injured parties with a view to begging in Belgrade in the period 2000 to 2007. This was done in a way that the spouses – the first and the second abused – together with their daughter and son, the third and the fourth accused who entered...",CLEAN_SUPPORTED,YES,TYPE_1,,"Recruitment, keeping, and exploitation are localized to Belgrade and its surroundings."
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:759,759,Docket Number - Unknown [2010],United States of America,https://www.unodc.org/cld/case-law-doc/drugcrimetype/usa/2010/docket_number_-_unknown_2010.html,form_of_trafficking,Internal + Organized Criminal Group,Legacy,YES,"Legacy=[""Internal"", ""Organized Criminal Group""]; Sidebar=[]",STRUCTURED_PRESENT,,,"...Jacob Tyler (“Tyler”), Craig Allen Corey II (“Corey”) and Robert Harris (“Harris”), conspired to and actually conducted a prostitution business from Corey’s apartment in Millersville, Maryland. As a United States Army Officer, co-defendant, Corey, travelled from his Army assignment at Fort...",CLEAN_SUPPORTED,YES,TYPE_1,,A multi-person conspiracy and domestic interstate movement are explicit.
sherloc-tip-2026-08-09-en-legacy-amp-complete-n1263-097ce2027171ebc9,form_of_trafficking:842,842,17 T 15/2007,Czechia,https://www.unodc.org/cld/case-law-doc/drugcrimetype/cze/2009/17_t_152007.html,form_of_trafficking,missing,NONE,NO,Legacy=[]; Sidebar=[],STRUCTURED_MISSING,,,"...prostitution in brothel called Modrá rúže in Vimperk, in a brothel called New Life in Strakonice and on various other places within the Czech Republic in course of so called “escort services”. The defendant used threat of violence, violence and misused the financial and drug issues of the victims.",NARRATIVE_INFORMATIVE_WITHOUT_REFERENCE,YES,TYPE_3,No structured value even though the summary confines conduct within one country.,Potential Internal Form is narrative-answerable.
