search_rank,canonical_url,jurisdiction,word_count,modernbert_token_count_with_special_tokens,tokenizer_model_id,tokenizer_revision,fully_covered_at_512,fully_covered_at_1024,fully_covered_at_1536,fully_covered_at_2048,fully_covered_at_3072,fully_covered_at_4096,fully_covered_at_8192
1210,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/est/2007/1-06-6797.html,Estonia,133,174,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1211,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tur/2007/case_no._20074540.html,Türkiye,79,101,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1213,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/dnk/2007/roskilde_district_court_judgment_1_june_2007.html,Denmark,89,109,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1215,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2007/k_12704_.html,Serbia,74,87,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1216,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nga/2007/_attorney_general_of_the_federation_and_felicia_okafor.html,Nigeria,318,406,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1217,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2007/ii_aka_32505_.html,Poland,815,1035,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,1,1,1,1,1
1218,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2007/united_states_v._kim_et_al_do_hyup_bae.html,United States of America,282,360,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1219,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2007/habeas_corpus_no.2.750-pe_2007.05.00.024422-0.html,Brazil,68,85,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1220,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2007/processo_n_2007.03.00.020742-5_.html,Brazil,284,381,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1221,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2007/processo_2007.03.00.020742-5_hc_-_27167.html,Brazil,268,330,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1222,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/est/2007/1-07-91.html,Estonia,77,95,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1223,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/hun/2007/5-h-bj-2007-2.html,Hungary,225,269,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1224,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nga/2007/hon._attorney_general_of_the_federation_and_franca_edith_asiboja.html,Nigeria,213,299,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1225,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nga/2007/attorney_general_of_the_federation_and_e.o.html,Nigeria,358,460,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1226,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2007/united_states_v._deric_willoughby_criminal_case_no._05-81123.html,United States of America,211,270,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1227,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2007/processo_n_2005.61.19.004841-3_.html,Brazil,374,472,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1229,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2007/united_states_v._telichenko.html,United States of America,264,327,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1230,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2007/united_states_v._javier_cortes-eliosa.html,United States of America,75,89,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1232,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2007/crim._case_no._21898.html,Philippines,269,338,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1233,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2007/united_states_v._glenn_marcus.html,United States of America,116,164,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1234,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2007/john_doe_v._moises_rodriguez_.html,United States of America,275,342,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1235,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2007/cour_dappel_de_bruxelles_11eme_chambre.html,Belgium,152,170,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1236,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2007/united_states_v._victor_powell.html,United States of America,44,51,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1238,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2007/2_to_3792006_.html,Slovakia,394,545,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1239,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/idn/2007/190_kpid_sus2007_.html,Indonesia,411,503,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1241,https://www.unodc.org/cld/case-law-doc/drugcrimetype/est/2007/1-06-5410.html,Estonia,37,52,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1242,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2007/united_states_v._lucilene_felipe_dos_santos.html,United States of America,115,147,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1243,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cze/2007/18_t_72006.html,Czechia,81,101,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1244,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/chl/2006/chile_v._m.a.c.s_s.d.g..html,Chile,106,133,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1246,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/col/2006/morales_et_al.html,Colombia,156,205,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1247,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2006/processo_no._2006.33.00.005669-9.html,Brazil,163,195,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1248,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cze/2006/7_t_82006.html,Czechia,62,81,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1249,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2006/giraldo_and_cortes.html,Colombia,254,343,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1251,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._zheng_et_al.html,United States of America,115,147,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1252,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2006/hc_2320-_rn_2005.05.00.050441-5.html,Brazil,116,151,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1253,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fin/2006/ko_r_062381.html,Finland,159,205,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1254,https://www.unodc.org/cld/case-law-doc/moneylaunderingcrimetype/bra/2006/habeas_corpus_n._2.596_rn_2006.05.00.062316-0_.html,Brazil,108,132,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1256,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/alb/2006/decision_no._622.html,Albania,101,131,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1257,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2006/processo_no._2006.30.00.000871-5.html,Brazil,127,180,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1258,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/hun/2006/16-h-bj-2006-2.html,Hungary,168,213,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1259,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2006/iii_kk_1772007_.html,Poland,645,763,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1260,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._chang.html,United States of America,404,526,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1262,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2006/29_to_342006_.html,Slovakia,216,302,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1263,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/chl/2006/chile_v._nelly_viviana_condori_nicolas.html,Chile,122,155,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1264,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2006/hc_23212005.05.00.050376-9.html,Brazil,96,120,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1265,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2006/5_to_662006.html,Slovakia,453,615,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1266,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/dnk/2006/eastern_high_court_judgment_27_september_2006.html,Denmark,25,32,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1267,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2006/1_to_522007_.html,Slovakia,327,461,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1268,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._george_anderson_iii.html,United States of America,91,105,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1269,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nga/2006/attorney_general_of_the_federation_v._constance_omoruyi.html,Nigeria,248,309,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1270,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/alb/2006/mahmutaj.html,Albania,118,161,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1271,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ltu/2006/case_no._1-56-300_.html,Lithuania,111,147,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1272,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2006/acr_9800641386rj.html,Brazil,242,374,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1273,https://www.unodc.org/cld/case-law-doc/moneylaunderingcrimetype/bra/2006/habeas_corpus_n_2.474-_rn_processo_n_2006.05.00.28010-4.html,Brazil,206,265,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1274,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/chellen_v._john_pickle_co.html,United States of America,241,358,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1276,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v_brandon_keith_hill.html,United States of America,102,118,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1277,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2006/1_to_612006_.html,Slovakia,1056,1288,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,1,1,1,1,1
1278,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/fin/2006/estonian-finnish_criminal_organization_case.html,Finland,176,210,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1279,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mkd/2006/verdict_k.6.14606.html,North Macedonia,117,140,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1280,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/dnk/2006/copenhagen_district_court_judgment_13_july_2006.html,Denmark,123,142,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1281,https://www.unodc.org/cld/case-law-doc/moneylaunderingcrimetype/bra/2006/hc_2326-_rn_2005.05.00.050439-7.html,Brazil,134,176,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1283,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ind/2006/a.n._roy_commissioner_of_police_and_anr._v._suresh_sham_singh.html,India,643,833,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1284,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._abdel_nasser_youssef_ibrahim.html,United States of America,203,261,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1286,https://www.unodc.org/cld/case-law-doc/drugcrimetype/swe/2006/case_no_b_626-06.html,Sweden,173,223,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1287,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._jimenez-calderon_et_al..html,United States of America,430,589,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1288,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2006/iv_k_15005.html,Poland,619,788,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1289,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/2006/mario_x.html,France,156,207,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1290,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cze/2006/47_t_42006.html,Czechia,65,88,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1291,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2006/sentenca_2001.71.00.025842-5_jfrs.html,Brazil,223,293,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1292,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2006/processo_2004.38.03.009328-4.html,Brazil,96,115,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1293,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/alb/2006/decision_no._312.html,Albania,74,95,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1294,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/fra/2006/epoux_moukarim_c._demoiselle_isopehi.html,France,153,207,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1296,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/isr/2006/brechman_et_al._vs._state_of_israel.html,Israel,533,631,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1297,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bih/2006/presuda_k-7105_.html,Bosnia and Herzegovina,154,189,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1298,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._okhotina.html,United States of America,181,226,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1299,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2006/case_no_b_133-05.html,Sweden,253,312,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1300,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2006/5_to_312006_.html,Slovakia,413,563,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1302,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2006/7_to_162006.html,Slovakia,676,880,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1304,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2006/ii_aka_29905.html,Poland,1869,2359,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,0,0,1,1,1
1305,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._carlos_curtis.html,United States of America,43,56,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1306,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/alb/2006/decision_no._361.html,Albania,148,197,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1307,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2006/processo_n_2005.03.99.009508-0_18548.html,Brazil,655,857,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1308,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._maksimenko_and_united_states_v._prokopenko.html,United States of America,244,339,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1311,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2006/5_to_732005_.html,Slovakia,360,495,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1312,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gbr/2006/regina_v._besmir_ramaj_and_hasan_atesogullari.html,United Kingdom of Great Britain and Northern Ireland,126,165,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1313,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cze/2006/72_t_1812005.html,Czechia,87,118,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1314,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2006/case_no_b_982-05.html,Sweden,78,97,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1315,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/isr/2006/state_of_israel_vs._aldenko_et_al.html,Israel,490,601,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,1,1,1,1,1,1
1316,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._salazar.html,United States of America,133,166,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1318,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2006/acr_200151015398501rj.html,Brazil,131,163,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1319,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v_kyongja_kang.html,United States of America,291,373,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1320,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._kaufman.html,United States of America,125,159,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1321,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2006/case_no_b_8862-04.html,Sweden,99,116,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1322,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/swe/2006/case_no_b_2429-05.html,Sweden,251,289,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1323,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2006/7_t_42005_.html,Slovakia,365,488,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1324,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2006/united_states_v._mariece_sims.html,United States of America,179,227,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1325,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2005/k_7562005_.html,Serbia,169,200,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1326,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nga/2005/hon._attorney_general_of_the_federation_v._m.a.html,Nigeria,122,147,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1327,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2005/k_i_167105_.html,Serbia,167,189,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1328,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/phl/2005/people_of_philippines_vs._alice_tongco_y_terrado_den_jerson_tongco_y_vistal.html,Philippines,1114,1439,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,1,1,1,1,1
1329,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2005/criminal_cases_nos._21908_21930.html,Philippines,708,1025,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,1,1,1,1,1
1330,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pry/2005/recurso_extraordinario_de_casacion_-_sentencia_numero_1067.html,Paraguay,136,167,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1331,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gbr/2005/r._v._shaban_maka.html,United Kingdom of Great Britain and Northern Ireland,216,248,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1332,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/gbr/2005/regina_v._lorenc_roci_vullnet_ismailaj.html,United Kingdom of Great Britain and Northern Ireland,180,229,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1333,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2005/united_states_v._clarence_howard_brown.html,United States of America,168,208,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1334,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/arm/2005/nersisyan_et_al.html,Armenia,372,499,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1335,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2005/united_states_v._zavala_and_ibanez.html,United States of America,150,200,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1336,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/_irb/2005/siliadin_v._france.html,International and Regional Bodies,208,248,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1338,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2005/united_states_v._nantawat_naovasaisri.html,United States of America,60,88,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1339,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/srb/2005/k.p.405_.html,Serbia,360,436,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,1,1,1,1,1,1,1
1340,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2005/r_v_kwok_2005.html,Australia,869,1154,answerdotai/ModernBERT-base,8949b909ec900327062f0ebf497f51aef5e6f0c8,0,0,1,1,1,1,1
