search_rank,case_title,unodc_case_number,canonical_url,url_path_crime_type,fact_summary_status,has_english_fact_summary,has_any_fact_summary,fact_summary_variant_count,fact_summary_language_count,fact_summary_languages,has_sidebar_acts,sidebar_acts_count,has_sidebar_means,sidebar_means_count,has_sidebar_purpose,sidebar_purpose_count,has_legacy_keyword_acts,legacy_keyword_acts_count,has_legacy_keyword_means,legacy_keyword_means_count,has_legacy_keyword_purpose,legacy_keyword_purpose_count,has_victim_or_person_role_section,person_role_section_count,person_role_record_count,has_defendant_or_respondent_section,defendant_respondent_section_count,defendant_respondent_record_count,has_charges_claims_decisions,charge_subject_record_count,charge_record_count,has_court,tabbed_section_count,tabbed_pane_count,multi_pane_section_count,multilingual_section_count,multilingual_section_labels,crime_type_badge_count,parse_warning_count,parse_warning_severity_count,parse_warning_codes,overall_parse_status
817,Case No. 694/2010,BGR006,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bgr/2010/case_no._6942010.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
818,Anonymous vs. Alexander Lifshin and Armen Ben,ISR006,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2010/anonymous_vs._alexander_lifshin_and_armen_ben.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,2,0,0,,FOUND
819,EXP. N.º 03933-2009-PHC/TC,PER005,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/per/2010/exp._n._03933-2009-phctc.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,10,5,5,Fact Summary|Defendants / Respondents in the first instance|Procedural Information|Sources / Citations|unheaded:unheaded,1,0,0,,FOUND
820,Processo n 2006.72.10.001111-9,BRA037,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2010/processo_n_2006.72.10.001111-9.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
821,Not. Nr. 1214/07,BEL001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2010/not._nr._121407_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,1,0,0,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
822,Dosar nr 1ra - 21/2010,MDA017,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2010/dosar_nr_1ra_-_212010.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
823,Dosar nr. 1re – 55/2010,MDA056,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2010/dosar_nr._1re_552010.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
824,Case n 2271,ARG043,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2010/case_n_2271.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,3,1,1,1,1,0,0,0,1,1,2,1,2,2,1,4,8,4,4,Fact Summary|Commentary and Significant Features|Procedural Information|Sources / Citations,1,0,0,,FOUND
825,"Case of Rantsev v. Cyprus and Russia, Application No. 25965/04",IRBx039,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/_irb/2010/case_of_rantsev_v._cyprus_and_russia_application_no._2596504.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,2,1,2,6,1,0,0,0,0,,1,0,0,,FOUND
826,Rantsev v. Cyprus and Russia,IRB005,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/_irb/2010/rantsev_v._cyprus_and_russia.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,2,1,2,6,1,0,0,0,0,,1,0,0,,FOUND
827,Criminal Case 738,KHM008,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/khm/2010/criminal_case_738_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
828,Proceso No. 2006-01458,COL034,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2010/proceso_no._2006-01458.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,5,1,2,1,1,1,1,13,1,1,2,1,2,6,1,5,10,5,5,Fact Summary|Defendants / Respondents in the first instance|Defendants / Respondents in the first instance|Commentary and Significant Features|Sources / Citations,1,0,0,,FOUND
829,Causa 1911-10,ARG023,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2010/causa_1911-10.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,3,3,Fact Summary|Defendants / Respondents in the first instance|Sources / Citations,1,0,0,,FOUND
830,Case No. (102)-674-2009,AZE007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aze/2009/case_no._102-674-2009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
831,Case 501/25.02.09,KHM006,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/khm/2009/case_50125.02.09_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
832,CRIM. CASE NO. 06-242304,PHL020,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/crim._case_no._06-242304.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
833,Gil,COL008,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2009/gil.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
834,ECLI:NL:RBSGR:2009:BK8237,NLDx006,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nld/2009/eclinlrbsgr2009bk8237.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,1,1,1,1,3,1,1,1,1,0,0,0,1,1,2,1,2,1,1,0,0,0,0,,1,0,0,,FOUND
835,R v Dobie (2009) 236 FLR 455,AUS013,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2009/r_v_dobie_2009_236_flr_455.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,4,1,1,1,1,2,1,1,1,1,1,3,1,0,0,0,0,,2,0,0,,FOUND
836,ACR 70027409499 RS,BRA077,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/acr_70027409499_rs.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,7,1,1,2,0,0,,1,0,0,,FOUND
837,United States v. Jesus Perez-Laguna,USA155,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/usa/2009/united_states_v._jesus_perez-laguna.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,2,1,1,1,1,1,1,1,2,1,2,7,1,0,0,0,0,,2,0,0,,FOUND
838,Criminal Case 874.13.04.09,KHM009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/khm/2009/criminal_case_874.13.04.09.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
839,Juicio No. 460-2009,ECU001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/ecu/2009/juicio_no._460-2009.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,12,6,6,Fact Summary|Charges / Claims / Decisions|Commentary and Significant Features|Procedural Information|Sources / Citations|unheaded:unheaded,1,0,0,,FOUND
840,#1/3878-09,GEO004,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/geo/2009/13878-09_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,4,1,1,1,1,1,2,1,0,0,0,0,,2,0,0,,FOUND
841,Criminal Case 17.12.2009,KHM011,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/khm/2009/criminal_case_17.12.2009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,0,0,1,1,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
842,17 T 15/2007,CZE003,https://www.unodc.org/cld/case-law-doc/drugcrimetype/cze/2009/17_t_152007.html,drugcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,1,4,1,4,7,1,0,0,0,0,,3,0,0,,FOUND
843,Sentencia No 35/09,ARG014,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/arg/2009/sentencia_no_3509.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,4,8,4,4,Fact Summary|Defendants / Respondents in the first instance|Procedural Information|Sources / Citations,1,0,0,,FOUND
844,Criminal Case 166.20.02.09,KHM007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/khm/2009/criminal_case_166.20.02.09.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
845,Court of Appeals of Mons 27-11-2009,BEL026,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2009/court_of_appeals_of_mons_27-11-2009.html,traffickingpersonscrimetype,SECTION_ABSENT,0,0,0,0,,0,0,0,0,0,0,1,3,1,3,1,1,1,1,4,1,1,2,1,2,6,1,0,0,0,0,,1,0,0,,FOUND
846,ACR 993.07.110179-6 SP,BRA104,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/acr_993.07.110179-6_sp.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
847,Dosar nr 1re -1220/2009,MDA009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1re_-12202009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
848,CRIM. CASE NO. Q-06-14402,PHL024,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/crim._case_no._q-06-14402.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,1,1,1,1,1,1,5,1,5,5,1,0,0,0,0,,1,0,0,,FOUND
849,United States v. Valenzuela et al,USA092,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._valenzuela_et_al.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,2,1,2,1,1,1,1,1,9,1,9,41,1,0,0,0,0,,1,0,0,,FOUND
850,United States v. Christopher M. Cockrell,USA175,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._christopher_m._cockrell.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,,1,0,0,,FOUND
851,Dosar nr 1ra - 1102/2009,MDA007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1ra_-_11022009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
852,1 T 119/2009,SVK002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2009/1_t_1192009_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,4,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
853,United States v. Carreto et al,USA012,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._carreto_et_al.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,3,1,1,1,1,3,1,1,7,1,7,27,1,0,0,0,0,,1,0,0,,FOUND
854,Proceso No. 2009-00101,COL033,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/col/2009/proceso_no._2009-00101.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,8,4,4,Fact Summary|Defendants / Respondents in the first instance|Commentary and Significant Features|Sources / Citations,1,0,0,,FOUND
855,CRIM. CASE NO. 09-0113-CFM,PHL023,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/crim._case_no._09-0113-cfm.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
856,Correctional Tribunal of Gent 16-11-2009,BEL010,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bel/2009/correctional_tribunal_of_gent_16-11-2009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,1,3,18,1,0,0,0,0,,1,0,0,,FOUND
857,Dosar nr 1ra - 1098/2009,MDA006,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mda/2009/dosar_nr_1ra_-_10982009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
858,Poland v. Mirosław Ł. i Ewa Ł,POL001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/pol/2009/poland_v._mirosaw_._i_ewa_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,1,1,2,1,2,2,1,0,0,0,0,,2,0,0,,FOUND
859,A. and G. vs. State of Israel,ISR001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/isr/2009/a._and_g._vs._state_of_israel.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,2,1,1,2,1,1,1,0,0,0,1,0,0,0,0,,1,0,0,,FOUND
860,Wipaporn Songmeesap,THA005,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2009/wipaporn_songmeesap.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,0,0,0,0,0,,2,0,0,,FOUND
861,11700/3/2008,ROU023,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/1170032008.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
862,"Downey, Thompson and Roberts",CAN011,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/can/2009/downey_thompson_and_roberts.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,3,1,3,10,1,1,2,0,0,,2,0,0,,FOUND
863,"Adhikari, et al. v. Daoud & Partners, et al",USA008,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/adhikari_et_al._v._daoud_partners_et_al.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,3,1,1,1,1,27,1,1,1,1,1,3,1,0,0,0,0,,1,0,0,,FOUND
864,CRIM. CASES NOS. 05-239627-31,PHL009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/phl/2009/crim._cases_nos._05-239627-31.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
865,"McIvor v R, Tanuchit v R [2009] NSWCCA 264",AUS014,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aus/2009/mcivor_v_r_tanuchit_v_r_2009_nswcca_264_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,5,1,2,1,1,5,1,1,2,1,2,4,1,0,0,0,0,,1,0,0,,FOUND
866,Diamond City,NLD001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nld/2009/diamond_city.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
867,Police v Martinet CG and Others,MUS002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/mus/2009/police_v_martinet_cg_and_others.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
868,Processo 1999.61.81006981-4,BRA038,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/processo_1999.61.81006981-4_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
869,Processo nº. 98.21939-0,BRA006,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/bra/2009/processo_n._98.21939-0.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,3,0,0,,FOUND
870,15Os117/09h,AUT001,https://www.unodc.org/cld/case-law-doc/criminalgroupcrimetype/aut/2009/15os11709h.html,criminalgroupcrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,1,1,3,1,3,15,1,0,0,0,0,,3,0,0,,FOUND
871,KŽ I 442/09,SRB029,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2009/k_i_44209_.html,traffickingpersonscrimetype,SECTION_ABSENT,0,0,0,0,,0,0,0,0,0,0,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
872,Case No. (102)-465-2009,AZE008,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/aze/2009/case_no._102-465-2009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
873,United States v. Marie Pompee,USA078,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/usa/2009/united_states_v._marie_pompee.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
874,Case CA Alba 93-A-2009,ROU040,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_alba_93-a-2009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,3,1,1,1,1,5,1,1,2,1,2,3,1,0,0,0,0,,1,0,0,,FOUND
875,Case CA Alba 20A-2009,ROU042,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_alba_20a-2009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,3,1,2,1,1,14,1,1,3,1,3,6,1,0,0,0,0,,1,0,0,,FOUND
876,2 To 22/2009,SVK018,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/svk/2009/2_to_222009_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
877,Jeerasak or Thong-in Meesang,THA002,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/tha/2009/jeerasak_or_thong-in_meesang.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
878,Case CA Alba 19A-2009,ROU043,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_alba_19a-2009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,5,1,2,1,1,1,1,2,1,1,3,1,3,7,1,0,0,0,0,,1,0,0,,FOUND
879,ACR 20098958 SE,BRA086,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/acr_20098958_se.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
880,88/2009,ROU031,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/882009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,1,1,4,1,4,8,1,0,0,0,0,,1,0,0,,FOUND
881,Processo nº 2009.03.00.011161-3,BRA023,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/processo_n_2009.03.00.011161-3.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
882,Case CA Cluj 86-2009,ROU047,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/rou/2009/case_ca_cluj_86-2009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,2,1,1,1,1,2,1,1,1,1,1,2,1,0,0,0,0,,1,0,0,,FOUND
883,Federal Republic of Nigeria v. Favour Anware Okwuede,NGA009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/nga/2009/federal_republic_of_nigeria_v._favour_anware_okwuede.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,4,1,2,1,1,1,1,2,1,1,1,1,1,3,1,1,2,0,0,,2,0,0,,FOUND
884,20-H-BJ-2009-11,HUN003,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/hun/2009/20-h-bj-2009-11.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,,FOUND
885,G. v. J.,CRI001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cri/2009/g._v._j..html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,2,1,3,1,1,1,1,4,1,1,1,1,1,1,1,5,10,5,5,Fact Summary|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Commentary and Significant Features|Sources / Citations,1,0,0,,FOUND
886,Presuda Kz I 12018/2009,SRB001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/srb/2009/presuda_kz_i_120182009.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,2,1,4,1,1,1,1,1,1,1,3,1,3,3,1,0,0,0,0,,1,0,0,,FOUND
887,Processo n 2001.38.03.002448-8,BRA072,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/processo_n_2001.38.03.002448-8_.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,3,1,3,1,1,1,1,4,1,1,2,1,2,2,1,0,0,0,0,,1,0,0,,FOUND
888,Criminal Case 72-4-09,SLV007,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/slv/2009/criminal_case_72-4-09.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,2,1,3,1,2,1,2,1,3,1,2,1,1,1,1,1,3,1,3,3,0,0,0,0,0,,2,0,0,,FOUND
889,ACR 2006.72.03.003070-2 TRF4,BRA112,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/acr_2006.72.03.003070-2_trf4.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,5,1,2,1,1,1,5,1,2,1,1,1,1,2,1,1,1,1,1,3,1,0,0,0,0,,2,0,0,,FOUND
890,Orellana,SLV001,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/slv/2009/orellana.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,4,4,Fact Summary|Defendants / Respondents in the first instance|Procedural Information|Sources / Citations,1,2,0,TAB_GROUP_NO_ACTIVE_PANE|TAB_GROUP_NO_ACTIVE_PANE,FOUND
891,497-CAS-2006,SLV005,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/slv/2009/497-cas-2006_.html,traffickingpersonscrimetype,FOUND,1,1,2,2,en|es,0,0,0,0,0,0,1,3,0,0,1,1,1,1,1,1,1,1,1,1,2,1,6,12,6,6,Fact Summary|Defendants / Respondents in the first instance|Charges / Claims / Decisions|Procedural Information|Sources / Citations|unheaded:unheaded,1,0,0,,FOUND
892,ACR 9500309858RJ_TRF2,BRA083,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/bra/2009/acr_9500309858rj_trf2.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,1,5,1,2,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,0,,2,3,2,DUPLICATE_TAB_PANE_ID|DUPLICATE_TAB_HREF|TAB_GROUP_NO_ACTIVE_PANE,PARTIAL
893,1 T 9/2007,CZE009,https://www.unodc.org/cld/case-law-doc/traffickingpersonscrimetype/cze/2009/1_t_92007.html,traffickingpersonscrimetype,FOUND,1,1,1,1,en,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,1,1,2,1,2,4,1,0,0,0,0,,1,0,0,,FOUND
